  0  0.450 
  1  0.600 
  2  0.750 
  3  0.900 
  4  1.050 
  5  1.200 
  6  1.350 
  7  1.500 
  8  1.650 
  9  1.800 
 10  1.950 
 11  2.100 
 12  2.250 
 13  2.400 
 14  2.550 
 15  2.700 
 16  2.850 
